date,total_confirmed,total_deaths,total_recovered,people_fully_vaccinated,total_boosters,daily_vaccinations,daily_new_cases,daily_new_deaths
2020-01-22,0,0,0,,,,0.0,0.0
2020-01-23,0,0,0,,,,0.0,0.0
2020-01-24,0,0,0,,,,0.0,0.0
2020-01-25,0,0,0,,,,0.0,0.0
2020-01-26,0,0,0,,,,0.0,0.0
2020-01-27,0,0,0,,,,0.0,0.0
2020-01-28,0,0,0,,,,0.0,0.0
2020-01-29,0,0,0,,,,0.0,0.0
2020-01-30,1,0,1,,,,1.0,0.0
2020-01-31,1,0,1,,,,0.0,0.0
2020-02-01,1,0,1,,,,0.0,0.0
2020-02-02,2,1,1,,,,1.0,1.0
2020-02-03,2,1,1,,,,0.0,0.0
2020-02-04,2,1,1,,,,0.0,0.0
2020-02-05,2,1,1,,,,0.0,0.0
2020-02-06,2,1,1,,,,0.0,0.0
2020-02-07,3,1,2,,,,1.0,0.0
2020-02-08,3,1,2,,,,0.0,0.0
2020-02-09,3,1,2,,,,0.0,0.0
2020-02-10,3,1,2,,,,0.0,0.0
2020-02-11,3,1,2,,,,0.0,0.0
2020-02-12,3,1,1,,,,0.0,0.0
2020-02-13,3,1,1,,,,0.0,0.0
2020-02-14,3,1,1,,,,0.0,0.0
2020-02-15,3,1,1,,,,0.0,0.0
2020-02-16,3,1,1,,,,0.0,0.0
2020-02-17,3,1,1,,,,0.0,0.0
2020-02-18,3,1,1,,,,0.0,0.0
2020-02-19,3,1,1,,,,0.0,0.0
2020-02-20,3,1,1,,,,0.0,0.0
2020-02-21,3,1,1,,,,0.0,0.0
2020-02-22,3,1,1,,,,0.0,0.0
2020-02-23,3,1,1,,,,0.0,0.0
2020-02-24,3,1,1,,,,0.0,0.0
2020-02-25,3,1,1,,,,0.0,0.0
2020-02-26,3,1,1,,,,0.0,0.0
2020-02-27,3,1,1,,,,0.0,0.0
2020-02-28,3,1,1,,,,0.0,0.0
2020-02-29,3,1,1,,,,0.0,0.0
2020-03-01,3,1,1,,,,0.0,0.0
2020-03-02,3,1,1,,,,0.0,0.0
2020-03-03,3,1,1,,,,0.0,0.0
2020-03-04,3,1,1,,,,0.0,0.0
2020-03-05,3,1,1,,,,0.0,0.0
2020-03-06,5,1,1,,,,2.0,0.0
2020-03-07,6,1,1,,,,1.0,0.0
2020-03-08,10,1,1,,,,4.0,0.0
2020-03-09,20,1,1,,,,10.0,0.0
2020-03-10,33,1,2,,,,13.0,0.0
2020-03-11,49,1,2,,,,16.0,0.0
2020-03-12,52,2,2,,,,3.0,1.0
2020-03-13,64,5,2,,,,12.0,3.0
2020-03-14,111,8,2,,,,47.0,3.0
2020-03-15,140,11,2,,,,29.0,3.0
2020-03-16,142,12,2,,,,2.0,1.0
2020-03-17,187,12,5,,,,45.0,0.0
2020-03-18,202,19,5,,,,15.0,7.0
2020-03-19,217,17,8,,,,15.0,-2.0
2020-03-20,230,18,8,,,,13.0,1.0
2020-03-21,307,19,13,,,,77.0,1.0
2020-03-22,380,25,17,,,,73.0,6.0
2020-03-23,462,33,17,,,,82.0,8.0
2020-03-24,552,35,20,,,,90.0,2.0
2020-03-25,636,38,26,,,,84.0,3.0
2020-03-26,707,45,28,,,,71.0,7.0
2020-03-27,803,54,31,,,,96.0,9.0
2020-03-28,1075,68,35,,,,272.0,14.0
2020-03-29,1418,71,42,,,,343.0,3.0
2020-03-30,1546,78,42,,,,128.0,7.0
2020-03-31,2084,88,49,,,,538.0,10.0
2020-04-01,2311,96,50,,,,227.0,8.0
2020-04-02,2633,107,51,,,,322.0,11.0
2020-04-03,3018,136,52,,,,385.0,29.0
2020-04-04,3094,144,57,,,,76.0,8.0
2020-04-05,3246,152,64,,,,152.0,8.0
2020-04-06,3660,163,73,,,,414.0,11.0
2020-04-07,3764,177,84,,,,104.0,14.0
2020-04-08,3870,182,96,,,,106.0,5.0
2020-04-09,4076,203,124,,,,206.0,21.0
2020-04-10,4195,221,140,,,,119.0,18.0
2020-04-11,4428,247,157,,,,233.0,26.0
2020-04-12,4648,297,197,,,,220.0,50.0
2020-04-13,4932,315,242,,,,284.0,18.0
2020-04-14,5223,335,295,,,,291.0,20.0
2020-04-15,5453,349,353,,,,230.0,14.0
2020-04-16,5660,362,435,,,,207.0,13.0
2020-04-17,5878,387,487,,,,218.0,25.0
2020-04-18,6087,397,516,,,,209.0,10.0
2020-04-19,6259,409,572,,,,172.0,12.0
2020-04-20,6459,428,613,,,,200.0,19.0
2020-04-21,6599,437,654,,,,140.0,9.0
2020-04-22,6710,446,693,,,,111.0,9.0
2020-04-23,6981,462,722,,,,271.0,16.0
2020-04-24,7192,477,762,,,,211.0,15.0
2020-04-25,7294,494,792,,,,102.0,17.0
2020-04-26,7579,501,862,,,,285.0,7.0
2020-04-27,7777,511,932,,,,198.0,10.0
2020-04-28,7958,530,975,,,,181.0,19.0
2020-04-29,8212,558,1023,,,,254.0,28.0
2020-04-30,8488,568,1043,,,,276.0,10.0
2020-05-01,8772,579,1084,,,,284.0,11.0
2020-05-02,8928,603,1124,,,,156.0,24.0
2020-05-03,9223,607,1214,,,,295.0,4.0
2020-05-04,9485,623,1315,,,,262.0,16.0
2020-05-05,9684,637,1408,,,,199.0,14.0
2020-05-06,10004,658,1506,,,,320.0,21.0
2020-05-07,10343,685,1618,,,,339.0,27.0
2020-05-08,10463,696,1734,,,,120.0,11.0
2020-05-09,10610,704,1842,,,,147.0,8.0
2020-05-10,10794,719,1924,,,,184.0,15.0
2020-05-11,11086,726,1999,,,,292.0,7.0
2020-05-12,11350,751,2106,,,,264.0,25.0
2020-05-13,11618,772,2251,,,,268.0,21.0
2020-05-14,11876,790,2337,,,,258.0,18.0
2020-05-15,12091,806,2460,,,,215.0,16.0
2020-05-16,12305,817,2561,,,,214.0,11.0
2020-05-17,12513,824,2635,,,,208.0,7.0
2020-05-18,12718,831,2729,,,,205.0,7.0
2020-05-19,12942,837,2843,,,,224.0,6.0
2020-05-20,13221,842,2932,,,,279.0,5.0
2020-05-21,13434,846,3000,,,,213.0,4.0
2020-05-22,13597,857,3092,,,,163.0,11.0
2020-05-23,13777,863,3177,,,,180.0,6.0
2020-05-24,14035,868,3249,,,,258.0,5.0
2020-05-25,14319,873,3323,,,,284.0,5.0
2020-05-26,14669,886,3412,,,,350.0,13.0
2020-05-27,15049,904,3506,,,,380.0,18.0
2020-05-28,15588,921,3598,,,,539.0,17.0
2020-05-29,16634,942,3720,,,,1046.0,21.0
2020-05-30,17224,950,3808,,,,590.0,8.0
2020-05-31,18086,957,3909,,,,862.0,7.0
2020-06-01,18638,960,3979,,,,552.0,3.0
2020-06-02,18997,966,4063,,,,359.0,6.0
2020-06-03,19748,974,4153,,,,751.0,8.0
2020-06-04,20382,984,4248,,,,634.0,10.0
2020-06-05,20626,987,4330,,,,244.0,3.0
2020-06-06,21340,994,4441,,,,714.0,7.0
2020-06-07,21895,1003,4530,,,,555.0,9.0
2020-06-08,22474,1011,4637,,,,579.0,8.0
2020-06-09,22992,1017,4736,,,,518.0,6.0
2020-06-10,23732,1027,4895,,,,740.0,10.0
2020-06-11,24175,1036,5165,,,,443.0,9.0
2020-06-12,24787,1052,5454,,,,612.0,16.0
2020-06-13,25392,1074,5706,,,,605.0,22.0
2020-06-14,25930,1088,5954,,,,538.0,14.0
2020-06-15,26420,1098,6252,,,,490.0,10.0
2020-06-16,26781,1103,6552,,,,361.0,5.0
2020-06-17,27238,1108,6820,,,,457.0,5.0
2020-06-18,27799,1116,7090,,,,561.0,8.0
2020-06-19,28459,1130,7378,,,,660.0,14.0
2020-06-20,29400,1150,7650,,,,941.0,20.0
2020-06-21,30052,1169,7893,,,,652.0,19.0
2020-06-22,30682,1177,8143,,,,630.0,8.0
2020-06-23,31825,1186,8442,,,,1143.0,9.0
2020-06-24,32295,1204,8656,,,,470.0,18.0
2020-06-25,33069,1212,8910,,,,774.0,8.0
2020-06-26,34073,1224,9182,,,,1004.0,12.0
2020-06-27,34803,1236,9430,,,,730.0,12.0
2020-06-28,35455,1244,9686,,,,652.0,8.0
2020-06-29,36438,1255,9956,,,,983.0,11.0
2020-06-30,37514,1266,10233,,,,1076.0,11.0
2020-07-01,38511,1270,10438,,,,997.0,4.0
2020-07-02,38805,1274,10673,,,,294.0,4.0
2020-07-03,40336,1280,11073,,,,1531.0,6.0
2020-07-04,41830,1290,11453,,,,1494.0,10.0
2020-07-05,44254,1297,11942,,,,2424.0,7.0
2020-07-06,46333,1303,12185,,,,2079.0,6.0
2020-07-07,47873,1309,12386,,,,1540.0,6.0
2020-07-08,50359,1314,12588,,,,2486.0,5.0
2020-07-09,51754,1314,12813,,,,1395.0,0.0
2020-07-10,52914,1360,13230,,,,1160.0,46.0
2020-07-11,54222,1372,14037,,,,1308.0,12.0
2020-07-12,56259,1534,16046,,,,2037.0,162.0
2020-07-13,57006,1599,20371,,,,747.0,65.0
2020-07-14,57545,1603,20459,,,,539.0,4.0
2020-07-15,58850,1614,20976,,,,1305.0,11.0
2020-07-16,61266,1643,21440,,,,2416.0,29.0
2020-07-17,63001,1660,21748,,,,1735.0,17.0
2020-07-18,65304,1773,22067,,,,2303.0,113.0
2020-07-19,67456,1831,22465,,,,2152.0,58.0
2020-07-20,68898,1835,23072,,,,1442.0,4.0
2020-07-21,70764,1837,23281,,,,1866.0,2.0
2020-07-22,72269,1843,23623,,,,1505.0,6.0
2020-07-23,74390,1871,24383,,,,2121.0,28.0
2020-07-24,76444,1879,24502,,,,2054.0,8.0
2020-07-25,78412,1897,25752,,,,1968.0,18.0
2020-07-26,80448,1932,26110,,,,2036.0,35.0
2020-07-27,82040,1945,26446,,,,1592.0,13.0
2020-07-28,83673,1947,26617,,,,1633.0,2.0
2020-07-29,85486,1962,26996,,,,1813.0,15.0
2020-07-30,89374,1983,65064,,,,3888.0,21.0
2020-07-31,93354,2023,65178,,,,3980.0,40.0
2020-08-01,98232,2039,65265,,,,4878.0,16.0
2020-08-02,103185,2059,65557,,,,4953.0,20.0
2020-08-03,106330,2104,65821,,,,3145.0,45.0
2020-08-04,112593,2115,66049,,,,6263.0,11.0
2020-08-05,115980,2123,66270,,,,3387.0,8.0
2020-08-06,119460,2150,66837,,,,3480.0,27.0
2020-08-07,122754,2168,66852,,,,3294.0,18.0
2020-08-08,126885,2209,67117,,,,4131.0,41.0
2020-08-09,129913,2270,67673,,,,3028.0,61.0
2020-08-10,136638,2294,68159,,,,6725.0,24.0
2020-08-11,139538,2312,68432,,,,2900.0,18.0
2020-08-12,143749,2404,68997,,,,4211.0,92.0
2020-08-13,147526,2426,70387,,,,3777.0,22.0
2020-08-14,153660,2442,71405,,,,6134.0,16.0
2020-08-15,157918,2600,72209,,,,4258.0,158.0
2020-08-16,161253,2665,112586,,,,3335.0,65.0
2020-08-17,164474,2681,112759,,,,3221.0,16.0
2020-08-18,169213,2687,112861,,,,4739.0,6.0
2020-08-19,173774,2795,113481,,,,4561.0,108.0
2020-08-20,178022,2883,114114,,,,4248.0,88.0
2020-08-21,182365,2940,114519,,,,4343.0,57.0
2020-08-22,187249,2966,114921,,,,4884.0,26.0
2020-08-23,189601,2998,131367,,,,2352.0,32.0
2020-08-24,194252,3010,132042,,,,4651.0,12.0
2020-08-25,197164,3038,132396,,,,2912.0,28.0
2020-08-26,202361,3137,133460,,,,5197.0,99.0
2020-08-27,205581,3234,133990,,,,3220.0,97.0
2020-08-28,209544,3325,134474,,,,3963.0,91.0
2020-08-29,213131,3419,135101,,,,3587.0,94.0
2020-08-30,217396,3520,157403,,,,4265.0,101.0
2020-08-31,220819,3558,157562,,,,3423.0,38.0
2020-09-01,224264,3597,158012,,,,3445.0,39.0
2020-09-02,226440,3623,158610,,,,2176.0,26.0
2020-09-03,228403,3688,159475,,,,1963.0,65.0
2020-09-04,232072,3737,160549,,,,3669.0,49.0
2020-09-05,234570,3790,161668,,,,2498.0,53.0
2020-09-06,237365,3875,184687,,,,2795.0,85.0
2020-09-07,238727,3890,184906,,,,1362.0,15.0
2020-09-08,241987,3916,185178,,,,3260.0,26.0
2020-09-09,245143,3986,185543,,,,3156.0,70.0
2020-09-10,248947,4066,186058,,,,3804.0,80.0
2020-09-11,252964,4108,186606,,,,4017.0,42.0
2020-09-12,257863,4292,187116,,,,4899.0,184.0
2020-09-13,261216,4371,207568,,,,3353.0,79.0
2020-09-14,265888,4630,207504,,,,4672.0,259.0
2020-09-15,269407,4663,207352,,,,3519.0,33.0
2020-09-16,272934,4732,207858,,,,3527.0,69.0
2020-09-17,276289,4785,208096,,,,3355.0,53.0
2020-09-18,279526,4830,208790,,,,3237.0,45.0
2020-09-19,283460,4930,209885,,,,3934.0,100.0
2020-09-20,286743,4984,229865,,,,3283.0,54.0
2020-09-21,290190,4999,230233,,,,3447.0,15.0
2020-09-22,291789,5049,230643,,,,1599.0,50.0
2020-09-23,294591,5091,231373,,,,2802.0,42.0
2020-09-24,296755,5127,231928,,,,2164.0,36.0
2020-09-25,299361,5196,232399,,,,2606.0,69.0
2020-09-26,301256,5284,232906,,,,1895.0,88.0
2020-09-27,304226,5344,252510,,,,2970.0,60.0
2020-09-28,307288,5381,252665,,,,3062.0,37.0
2020-09-29,309303,5448,252930,,,,2015.0,67.0
2020-09-30,311694,5504,253488,,,,2391.0,56.0
2020-10-01,314079,5562,254223,,,,2385.0,58.0
2020-10-02,316678,5616,254617,,,,2599.0,54.0
2020-10-03,319330,5678,255046,,,,2652.0,62.0
2020-10-04,322497,5776,273079,,,,3167.0,98.0
2020-10-05,324762,5840,273123,,,,2265.0,64.0
2020-10-06,326833,5865,273313,,,,2071.0,25.0
2020-10-07,329637,5925,273723,,,,2804.0,60.0
2020-10-08,331869,6069,274318,,,,2232.0,144.0
2020-10-09,334770,6152,275307,,,,2901.0,83.0
2020-10-10,336926,6238,276094,,,,2156.0,86.0
2020-10-11,339341,6321,293075,,,,2415.0,83.0
2020-10-12,342816,6332,293152,,,,3475.0,11.0
2020-10-13,344713,6372,293383,,,,1897.0,40.0
2020-10-14,346536,6449,293860,,,,1823.0,77.0
2020-10-15,348698,6497,294161,,,,2162.0,48.0
2020-10-16,351750,6531,294865,,,,3052.0,34.0
2020-10-17,354338,6603,295312,,,,2588.0,72.0
2020-10-18,356618,6652,310158,,,,2280.0,49.0
2020-10-19,359169,6675,310303,,,,2551.0,23.0
2020-10-20,360775,6690,310642,,,,1606.0,15.0
2020-10-21,362243,6747,311506,,,,1468.0,57.0
2020-10-22,363888,6783,312333,,,,1645.0,36.0
2020-10-23,365799,6915,312691,,,,1911.0,132.0
2020-10-24,367819,6934,313112,,,,2020.0,19.0
2020-10-25,370028,6977,328036,,,,2209.0,43.0
2020-10-26,371630,7039,328258,,,,1602.0,62.0
2020-10-27,373144,7053,328602,,,,1514.0,14.0
2020-10-28,375180,7114,329111,,,,2036.0,61.0
2020-10-29,376935,7147,329848,,,,1755.0,33.0
2020-10-30,378933,7185,330457,,,,1998.0,38.0
2020-10-31,380729,7221,331046,,,,1796.0,36.0
2020-11-01,383113,7238,348760,,,,2384.0,17.0
2020-11-02,385400,7269,348830,,,,2287.0,31.0
2020-11-03,387161,7318,348967,,,,1761.0,49.0
2020-11-04,388137,7367,349091,,,,976.0,49.0
2020-11-05,389725,7409,349543,,,,1588.0,42.0
2020-11-06,391809,7461,349974,,,,2084.0,52.0
2020-11-07,393961,7485,350216,,,,2152.0,24.0
2020-11-08,396395,7539,361638,,,,2434.0,54.0
2020-11-09,398449,7647,361784,,,,2054.0,108.0
2020-11-10,399749,7661,361919,,,,1300.0,14.0
2020-11-11,401416,7710,362217,,,,1667.0,49.0
2020-11-12,402820,7721,362417,,,,1404.0,11.0
2020-11-13,404713,7752,362903,,,,1893.0,31.0
2020-11-14,406337,7791,363068,,,,1624.0,39.0
2020-11-15,407838,7832,374329,,,,1501.0,41.0
2020-11-16,409574,7839,374366,,,,1736.0,7.0
2020-11-17,410718,7862,374543,,,,1144.0,23.0
2020-11-18,412097,7957,374666,,,,1379.0,95.0
2020-11-19,413430,7998,374939,,,,1333.0,41.0
2020-11-20,415067,8025,375237,,,,1637.0,27.0
2020-11-21,416852,8080,375548,,,,1785.0,55.0
2020-11-22,418818,8123,386486,,,,1966.0,43.0
2020-11-23,420614,8173,386604,,,,1796.0,50.0
2020-11-24,421722,8185,386792,,,,1108.0,12.0
2020-11-25,422915,8215,386955,,,,1193.0,30.0
2020-11-26,424297,8242,387266,,,,1382.0,27.0
2020-11-27,425918,8255,387616,,,,1621.0,13.0
2020-11-28,427797,8333,388062,,,,1879.0,78.0
2020-11-29,429864,8373,398624,,,,2067.0,40.0
2020-11-30,431630,8392,398658,,,,1766.0,19.0
2020-12-01,432925,8418,398782,,,,1295.0,26.0
2020-12-02,434357,8436,399005,,,,1432.0,18.0
2020-12-03,435413,8446,399325,,,,1056.0,10.0
2020-12-04,436345,8509,399345,,,,932.0,63.0
2020-12-05,438069,8526,399582,,,,1724.0,17.0
2020-12-06,439834,8554,408634,,,,1765.0,28.0
2020-12-07,441399,8572,408702,,,,1565.0,18.0
2020-12-08,442785,8670,408790,,,,1386.0,98.0
2020-12-09,444164,8677,408942,,,,1379.0,7.0
2020-12-10,445540,8701,409058,,,,1376.0,24.0
2020-12-11,447039,8709,409329,,,,1499.0,8.0
2020-12-12,448331,8730,409433,,,,1292.0,21.0
2020-12-13,449400,8733,418687,,,,1069.0,3.0
2020-12-14,450733,8757,418723,,,,1333.0,24.0
2020-12-15,451839,8812,418867,,,,1106.0,55.0
2020-12-16,452988,8833,419282,,,,1149.0,21.0
2020-12-17,454447,8850,419902,,,,1459.0,17.0
2020-12-18,456562,8875,420666,,,,2115.0,25.0
2020-12-19,458044,8911,421086,,,,1482.0,36.0
2020-12-20,459789,8947,429134,,,,1745.0,36.0
2020-12-21,461505,8957,429207,,,,1716.0,10.0
2020-12-22,462815,9021,429419,,,,1310.0,64.0
2020-12-23,464004,9048,429972,,,,1189.0,27.0
2020-12-24,465724,9055,430490,,,,1720.0,7.0
2020-12-25,467601,9062,430791,,,,1877.0,7.0
2020-12-26,469005,9067,431055,,,,1404.0,5.0
2020-12-27,469886,9109,438678,,,,881.0,42.0
2020-12-28,470650,9124,438780,,,,764.0,15.0
2020-12-29,471526,9162,439016,,,,876.0,38.0
2020-12-30,472532,9230,439509,,,,1006.0,68.0
2020-12-31,474064,9244,439796,,,,1532.0,14.0
2021-01-01,475820,9248,439895,,,,1756.0,4.0
2021-01-02,476916,9253,439942,,,,1096.0,5.0
2021-01-03,477807,9257,448258,,,,891.0,4.0
2021-01-04,478761,9263,448279,,,,954.0,6.0
2021-01-05,479693,9321,448375,,,,932.0,58.0
2021-01-06,480737,9347,448700,,,,1044.0,26.0
2021-01-07,482083,9356,449052,,,,1346.0,9.0
2021-01-08,483852,9364,449330,,,,1769.0,8.0
2021-01-09,485797,9398,449615,,,,1945.0,34.0
2021-01-10,487690,9405,458198,,,,1893.0,7.0
2021-01-11,489736,9416,458206,,,,2046.0,11.0
2021-01-12,491258,9554,458172,,,,1522.0,138.0
2021-01-13,492700,9699,458523,,,,1442.0,145.0
2021-01-14,494605,9739,459252,,,,1905.0,40.0
2021-01-15,496646,9876,459737,,,,2041.0,137.0
2021-01-16,498691,9884,460133,,,,2045.0,8.0
2021-01-17,500577,9895,465991,,,,1886.0,11.0
2021-01-18,502736,9909,465988,,,,2159.0,14.0
2021-01-19,504084,9978,466249,,,,1348.0,69.0
2021-01-20,505939,10042,466993,,,,1855.0,64.0
2021-01-21,507717,10116,467475,,,,1778.0,74.0
2021-01-22,509887,10136,467720,,,,2170.0,20.0
2021-01-23,511679,10190,467886,,,,1792.0,54.0
2021-01-24,513619,10242,475612,,,,1940.0,52.0
2021-01-25,514996,10292,475422,,,,1377.0,50.0
2021-01-26,516166,10386,475423,,,,1170.0,94.0
2021-01-27,518407,10481,475542,,,,2241.0,95.0
2021-01-28,519575,10552,475596,,,,1168.0,71.0
2021-01-29,521413,10600,475765,,,,1838.0,48.0
2021-01-30,523516,10669,475904,,,,2103.0,69.0
2021-01-31,525618,10749,487551,,,,2102.0,80.0
2021-02-01,527272,10807,487574,,,,1654.0,58.0
2021-02-02,528853,10874,487611,,,,1581.0,67.0
2021-02-03,530118,10942,487721,,,,1265.0,68.0
2021-02-04,531699,10997,487927,,,,1581.0,55.0
2021-02-05,533587,11058,488274,,,,1888.0,61.0
2021-02-06,535521,11110,488465,,,,1934.0,52.0
2021-02-07,537310,11179,499798,,,,1789.0,69.0
2021-02-08,538995,11231,499772,,,,1685.0,52.0
2021-02-09,540227,11296,499764,,,,1232.0,65.0
2021-02-10,541560,11401,499971,,,,1333.0,105.0
2021-02-11,543282,11469,500335,,,,1722.0,68.0
2021-02-12,545300,11495,500654,,,,2018.0,26.0
2021-02-13,547255,11507,500781,,,,1955.0,12.0
2021-02-14,549176,11515,511743,,,,1921.0,8.0
2021-02-15,550860,11517,511755,,,,1684.0,2.0
2021-02-16,552246,11524,511796,,,,1386.0,7.0
2021-02-17,553424,11577,512033,,,,1178.0,53.0
2021-02-18,555163,11673,512163,,,,1739.0,96.0
2021-02-19,557058,11829,512789,,,,1895.0,156.0
2021-02-20,559288,12068,513120,,,,2230.0,239.0
2021-02-21,561169,12088,522843,,,,1881.0,20.0
2021-02-22,563456,12094,522874,,,,2287.0,6.0
2021-02-23,564865,12107,522941,,,,1409.0,13.0
2021-02-24,566420,12129,523321,,,,1555.0,22.0
2021-02-25,568680,12201,524042,,,,2260.0,72.0
2021-02-26,571327,12247,524582,,,,2647.0,46.0
2021-02-27,574247,12289,524865,,,,2920.0,42.0
2021-02-28,576352,12318,534271,,,,2105.0,29.0
2021-03-01,578381,12322,534351,,,756.0,2029.0,4.0
2021-03-02,580442,12369,534463,,,1396.0,2061.0,47.0
2021-03-03,582223,12389,534778,,,2132.0,1781.0,20.0
2021-03-04,584667,12404,535037,,,2500.0,2444.0,15.0
2021-03-05,587704,12423,535207,,,3514.0,3037.0,19.0
2021-03-06,591138,12465,535350,,,4190.0,3434.0,42.0
2021-03-07,594412,12516,545853,,,4181.0,3274.0,51.0
2021-03-08,597763,12521,545912,,,6178.0,3351.0,5.0
2021-03-09,600428,12528,546078,,,12326.0,2665.0,7.0
2021-03-10,603308,12545,546293,,,15443.0,2880.0,17.0
2021-03-11,607048,12608,546671,,,18690.0,3740.0,63.0
2021-03-12,611618,12694,546912,,,21370.0,4570.0,86.0
2021-03-13,616611,12766,547166,,,24051.0,4993.0,72.0
2021-03-14,621498,12829,560512,,,25068.0,4887.0,63.0
2021-03-15,626893,12837,560577,,,24571.0,5395.0,8.0
2021-03-16,631320,12848,560736,,,18245.0,4427.0,11.0
2021-03-17,635698,12866,561099,,,22155.0,4378.0,18.0
2021-03-18,640984,12887,561530,,,21587.0,5286.0,21.0
2021-03-19,648066,12900,561902,,,21020.0,7082.0,13.0
2021-03-20,656056,12930,562484,,,20452.0,7990.0,30.0
2021-03-21,663794,12968,577754,,,27020.0,7738.0,38.0
2021-03-22,671792,12972,577850,,,33587.0,7998.0,4.0
2021-03-23,677653,12992,578461,,,41648.0,5861.0,20.0
2021-03-24,684311,13039,579518,,,39393.0,6658.0,47.0
2021-03-25,693048,13095,580062,,,41484.0,8737.0,56.0
2021-03-26,702856,13149,580689,,,43576.0,9808.0,54.0
2021-03-27,712442,13159,581161,,,45668.0,9586.0,10.0
2021-03-28,721892,13170,603154,,,41425.0,9450.0,11.0
2021-03-29,731894,13186,603213,,,37183.0,10002.0,16.0
2021-03-30,741181,13191,603310,1344.0,,32940.0,9287.0,5.0
2021-03-31,747288,13297,603746,,,30429.0,6107.0,106.0
2021-04-01,756199,13303,603948,,,27918.0,8911.0,6.0
2021-04-02,771497,13320,604368,,,25408.0,15298.0,17.0
2021-04-03,784043,13423,604905,,,22897.0,12546.0,103.0
2021-04-04,795051,13425,646100,,,21739.0,11008.0,2.0
2021-04-05,803398,13435,646237,28850.0,,20582.0,8347.0,10.0
2021-04-06,812760,13817,646381,50685.0,,26284.0,9362.0,382.0
2021-04-07,819164,14059,646404,,,29701.0,6404.0,242.0
2021-04-08,828366,14119,646968,,,33119.0,9202.0,60.0
2021-04-09,840554,14520,647683,,,36537.0,12188.0,401.0
2021-04-10,853209,14744,648220,,,39955.0,12655.0,224.0
2021-04-11,864868,14945,703404,132288.0,,43373.0,11659.0,201.0
2021-04-12,876225,15149,703625,149041.0,,49549.0,11357.0,204.0
2021-04-13,884783,15286,703963,162065.0,,47545.0,8558.0,137.0
2021-04-14,892880,15447,704386,,,49444.0,8097.0,161.0
2021-04-15,904285,15594,705164,,,50129.0,11405.0,147.0
2021-04-16,914971,15738,705757,,,50815.0,10686.0,144.0
2021-04-17,926052,15810,706532,191982.0,,51500.0,11081.0,72.0
2021-04-18,936133,15960,779084,198534.0,,48302.0,10081.0,150.0
2021-04-19,945745,16048,788322,,,43607.0,9612.0,88.0
2021-04-20,953106,16141,809959,209456.0,,43835.0,7361.0,93.0
2021-04-21,962307,16265,829608,214792.0,,42866.0,9201.0,124.0
2021-04-22,971049,16370,846691,,,43741.0,8742.0,105.0
2021-04-23,979740,16529,860412,,,46245.0,8691.0,159.0
2021-04-24,989380,16674,883221,230769.0,,42382.0,9640.0,145.0
2021-04-25,997523,16783,903665,,,40421.0,8143.0,109.0
2021-04-26,1006428,16853,914952,237992.0,,37199.0,8905.0,70.0
2021-04-27,1013618,16916,925027,246986.0,,35320.0,7190.0,63.0
2021-04-28,1020495,17031,935695,,,33878.0,6877.0,115.0
2021-04-29,1028738,17145,942239,266555.0,,30613.0,8243.0,114.0
2021-04-30,1037460,17234,946318,280045.0,,26785.0,8722.0,89.0
2021-05-01,1046653,17354,957051,284553.0,,26819.0,9193.0,120.0
2021-05-02,1054983,17431,966080,,,29929.0,8330.0,77.0
2021-05-03,1062225,17525,975234,309385.0,,33039.0,7242.0,94.0
2021-05-04,1067892,17622,984210,320586.0,,36491.0,5667.0,97.0
2021-05-05,1073555,17800,993042,342705.0,,39946.0,5663.0,178.0
2021-05-06,1080172,17991,999011,,,48687.0,6617.0,191.0
2021-05-07,1087885,18099,1003160,421443.0,,56361.0,7713.0,108.0
2021-05-08,1094849,18269,1013204,443796.0,,64900.0,6964.0,170.0
2021-05-09,1101990,18472,1022224,451270.0,,62654.0,7141.0,203.0
2021-05-10,1108826,18562,1030367,,,68030.0,6836.0,90.0
2021-05-11,1113547,18620,1038175,517113.0,,68119.0,4721.0,58.0
2021-05-12,1118359,18714,1046431,,,71312.0,4812.0,94.0
2021-05-13,1124724,18821,1050643,,,70414.0,6365.0,107.0
2021-05-14,1131467,18958,1053523,636054.0,,67987.0,6743.0,137.0
2021-05-15,1138187,19051,1062427,675799.0,,75100.0,6720.0,93.0
2021-05-16,1143963,19191,1069868,719602.0,,84728.0,5776.0,140.0
2021-05-17,1149925,19262,1076428,,,96464.0,5962.0,71.0
2021-05-18,1154388,19372,1082725,786528.0,,108201.0,4463.0,110.0
2021-05-19,1159071,19507,1089613,,,125788.0,4683.0,135.0
2021-05-20,1165155,19641,1093602,,,143376.0,6084.0,134.0
2021-05-21,1171403,19763,1096109,925713.0,,166572.0,6248.0,122.0
2021-05-22,1178217,19946,1103945,949939.0,,168033.0,6814.0,183.0
2021-05-23,1179812,19951,1109226,,,166861.0,1595.0,5.0
2021-05-24,1184706,19983,1115806,986929.0,,164986.0,4894.0,32.0
2021-05-25,1188672,20019,1120452,1029061.0,,170844.0,3966.0,36.0
2021-05-26,1193976,20169,1127770,,,165353.0,5304.0,150.0
2021-05-27,1200430,20379,1131942,,,163436.0,6454.0,210.0
2021-05-28,1209154,20566,1134818,,,144598.0,8724.0,187.0
2021-05-29,1216582,20722,1142246,,,139596.0,7428.0,156.0
